OperadOR,Pais_Accidente,Cantidad de rutas,all_aboard,cantidad de fallecidos,desconocido,errores_humanos,fallas_gestion_trafico,fallos_equipos,problemas_disenio,problemas_fabricacion,problemas_mantenimiento,problemas_meteorologicos,Hora,año,maña,noch,tard,unknown_Hour,Mes
Century Pacific Lines,United States,1,8,8,0,1,0,1,0,0,0,0,16,1932,0,0,1,0,1
Bimini Airways,United States,1,5,5,1,0,0,0,0,0,0,0,0,1932,0,0,0,1,2
Boeing Air Transport,United States,1,2,1,0,1,0,1,0,0,0,0,0,1932,0,0,0,1,2
Transamerican Airlines,United States,1,1,1,0,0,0,0,0,0,0,1,0,1932,0,0,0,1,2
Aeropostale,Brazil,1,3,3,0,0,0,0,0,0,0,1,0,1932,0,0,0,1,2
Century Air Lines,United States,1,5,3,0,1,0,0,1,0,0,1,2,1932,1,0,0,0,3
American Airways,United States,1,7,7,0,0,0,0,0,0,1,1,19,1932,0,0,1,0,3
Trans Continental and Western Air,United States,1,1,1,1,0,0,0,0,0,0,0,0,1932,0,0,0,1,3
Air Orient,Iraq,1,3,3,0,0,0,0,0,0,0,1,0,1932,0,0,0,1,3
National Air Transport,United States,1,1,1,0,0,0,0,0,0,0,1,0,1932,0,0,0,1,3
Transamerica Airlines,United States,1,1,1,0,1,0,0,0,0,0,0,0,1932,0,0,0,1,4
Pacific Air Transport,United States,1,3,3,0,1,1,1,0,0,0,1,0,1932,0,0,0,1,5
Varney Air Lines,United States,1,2,1,0,0,0,1,0,0,0,0,12,1932,0,0,1,0,5
Panagra,Chile,2,9,9,0,1,0,1,0,0,0,1,8,1932,1,0,0,0,7
Air Orient,Lebanon,1,7,0,0,1,0,0,0,0,0,0,0,1932,0,0,0,1,8
A B Aerotransport,Deutschland,1,2,2,0,1,0,1,0,0,0,1,0,1932,0,0,0,1,8
American Airways,United States,1,4,3,0,1,0,1,0,0,0,1,9,1932,1,0,0,0,9
Air Union,United Kingdom,1,2,1,0,1,0,0,0,0,0,1,6,1932,1,0,0,0,9
New England Airways,Australia,1,3,3,0,0,0,0,1,0,0,1,0,1932,0,0,0,1,9
Aeropostale,Mauritania,1,1,1,1,0,0,0,0,0,0,0,0,1932,0,0,0,1,10
Lloyd Aero Boliviano,Bolivia,1,2,2,1,0,0,0,0,0,0,0,0,1932,0,0,0,1,10
Deutsche Lufthansa,United Kingdom,1,2,2,0,0,0,0,0,0,0,1,0,1932,0,0,0,1,10
Deutsche Lufthansa,Deutschland,1,5,5,0,1,0,0,1,0,0,1,0,1932,0,0,0,1,11
Hunter Airways,United States,1,2,2,0,1,0,0,0,0,0,0,0,1932,0,0,0,1,11
Trans Continental and Western Air,United States,1,2,2,0,0,0,0,0,0,0,1,0,1932,0,0,0,1,12
Boeing Air Transport,United States,1,1,1,0,1,0,0,0,0,1,0,0,1932,0,0,0,1,12
Guinea Airways,Australia,1,1,1,1,0,0,0,0,0,0,0,0,1932,0,0,0,1,12
Aeropostale,Algeria,1,3,1,1,0,0,0,0,0,0,0,0,1933,0,0,0,1,1
Eastern Air Transport,United States,1,2,2,0,0,0,1,0,0,0,0,0,1933,0,0,0,1,1
American Airways,United States,1,1,1,1,0,0,0,0,0,0,0,0,1933,0,0,0,1,1
American Airways,United States,1,1,1,0,1,0,0,0,0,0,1,2,1933,1,0,0,0,1
Pacific Air Transport,United States,1,3,2,1,0,0,0,0,0,0,0,0,1933,0,0,0,1,1
Pan American Grace Airways,Argentina,1,2,2,0,0,0,1,0,0,0,0,0,1933,0,0,0,1,3
Varney Airlines,United States,1,3,3,0,0,0,0,0,0,0,1,20,1933,0,1,0,0,3
Imperial Airways,Belgium,1,15,15,0,1,0,1,0,0,0,0,14,1933,0,0,1,0,3
Deutsche Lufthansa,Deutschland,1,2,1,1,0,0,0,0,0,0,0,0,1933,0,0,0,1,4
Military - U.S. Navy,United States,1,76,73,0,0,0,0,0,0,0,1,12,1933,0,0,1,0,4
Air Orient,Italia,2,8,5,0,1,0,0,0,0,0,0,7,1933,1,0,0,0,4
Eurasia,Deutschland,1,4,4,0,0,0,0,0,0,0,1,0,1933,0,0,0,1,4
Aeropostale - La Tecoere Company,spain,1,6,6,1,0,0,0,0,0,0,0,15,1933,0,0,1,0,5
Eastern Air Transport,United States,1,1,1,0,0,0,1,0,0,0,0,3,1933,1,0,0,0,6
Palwaukee,United States,1,9,9,0,1,0,0,1,0,0,0,17,1933,0,0,1,0,6
Societa Anonima Aero Expresso Italiana,Aegean Sea,1,6,6,0,0,0,0,0,0,0,1,15,1933,0,0,1,0,7
Trans Continental and Western Air,United States,1,5,5,0,1,0,0,0,0,0,1,1,1933,1,0,0,0,8
Aeroput,Cuba,1,8,8,0,0,0,1,0,0,0,0,0,1933,0,0,0,1,9
United Air Lines,United States,1,10,10,0,1,0,0,0,0,0,0,21,1933,0,1,0,0,10
Air France,France,1,5,2,0,0,0,0,0,0,0,0,11,1933,1,0,0,0,10
United Air Lines,United States,1,10,4,0,0,0,0,0,0,0,1,22,1933,0,1,0,0,11
Trans Continental and Western Air,United States,1,1,0,0,0,0,1,0,0,0,0,0,1933,0,0,0,1,11
China National Aviation Corporation,China,1,8,8,0,1,0,0,0,0,0,1,0,1933,0,0,0,1,11
Kalinin,Russia,2,20,14,0,0,0,1,0,0,0,1,15,1933,0,0,1,0,11
National Air Transport,United States,1,2,2,1,0,0,0,0,0,0,0,0,1933,0,0,0,1,11
Deutsche Lufthansa,Deutschland,1,10,6,0,1,0,0,0,0,0,1,16,1933,0,0,1,0,12
Union Airways,South Africa,1,6,5,0,0,0,0,0,0,0,1,0,1933,0,0,0,1,12
Imperial Airways,Belgium,1,10,10,0,0,0,0,1,0,0,1,13,1933,0,0,1,0,12
Air France,France,1,14,14,0,0,0,0,0,0,0,1,18,1934,0,0,1,0,1
Air France,France,1,2,2,0,0,0,0,0,0,0,0,0,1934,0,0,0,1,1
Boeing Aircraft Company,United States,1,8,8,0,0,0,1,0,0,0,0,14,1934,0,0,1,0,2
Air France,Morocco,1,6,1,0,0,0,0,0,0,0,0,0,1934,0,0,0,1,2
American Airways,United States,1,4,4,0,0,0,0,0,0,0,1,0,1934,0,0,0,1,3
Pan American Airways (Scadta),Colombia,1,6,5,0,0,0,1,0,0,0,0,0,1934,0,0,0,1,3
Pan American Grace Airlines,Peru,1,15,3,0,0,0,1,0,0,0,0,0,1934,0,0,0,1,3
China National Aviation Corporation,China,1,3,3,0,0,0,0,0,0,0,0,0,1934,0,0,0,1,4
Air France,Guernsey,1,6,6,0,0,0,0,0,0,0,1,0,1934,0,0,0,1,5
Air France,United Kingdom,1,2,2,0,1,0,0,0,0,0,0,5,1934,1,0,0,0,5
American Airways,United States,1,7,7,0,1,0,0,0,0,0,1,17,1934,0,0,1,0,6
Panagra,Argentina,1,10,6,1,0,0,0,0,0,0,0,11,1934,1,0,0,0,6
Deutsche Lufthansa,Deutschland,1,7,1,0,0,0,0,0,0,0,1,0,1934,0,0,0,1,6
Aerevias Centrales Air Service,United States,1,1,1,0,0,0,1,0,0,0,1,6,1934,1,0,0,0,6
United Air Services,United States,1,4,3,0,0,0,1,0,0,0,1,0,1934,0,0,0,1,7
Swissair,Deutschland,1,12,12,0,0,0,1,1,0,0,1,9,1934,1,0,0,0,7
Air France,Brazil,1,2,2,1,0,0,0,0,0,0,0,0,1934,0,0,0,1,8
Rapid Air Transport,United States,1,5,5,0,0,0,1,0,0,0,1,22,1934,0,1,0,0,8
Hillman's Airways,Guernsey,1,7,7,0,1,1,0,0,0,0,1,10,1934,1,0,0,0,10
Qantas,Australia,1,3,3,0,0,0,1,0,0,0,1,0,1934,0,0,0,1,10
Holymans Airways,Australia,1,11,11,1,0,0,0,0,0,0,0,0,1934,0,0,0,1,10
Holdens Air Transport Service,Australia,1,4,2,0,1,0,0,0,0,0,0,0,1934,0,0,0,1,11
Rapid Air Transport,United States,1,2,2,0,0,0,1,0,0,0,1,23,1934,0,1,0,0,11
Qantas,Australia,1,4,4,0,1,0,0,0,0,0,0,0,1934,0,0,0,1,11
Deutsche Lufthansa,Deutschland,1,3,3,1,0,0,0,0,0,0,0,0,1934,0,0,0,1,12
Braniff Airlines,United States,1,1,1,0,0,0,0,0,0,0,1,5,1934,1,0,0,0,12
Cubana de Aviacion,Cuba,1,8,4,0,1,0,0,0,0,0,0,7,1934,1,0,0,0,12
KLM Royal Dutch Airlines,Syria,1,7,7,0,1,0,1,0,0,0,1,3,1934,1,0,0,0,12
American Airlines,United States,1,1,1,0,1,1,1,0,0,0,1,2,1934,1,0,0,0,12
Aeroflot,Russia,1,10,10,1,0,0,0,0,0,0,0,0,1934,0,0,0,1,12
Indian Air Force,Pakistan,1,2,0,0,1,0,0,0,0,0,0,0,1935,0,0,0,1,1
Trans Continental and Western Air,United States,1,1,1,0,0,0,1,0,0,0,1,0,1935,0,0,0,1,1
Deruluft,Deutschland,1,11,11,0,0,0,0,0,0,0,1,19,1935,0,0,1,0,1
Military - US Navy,in,1,83,2,0,0,0,1,0,0,0,1,0,1935,0,0,0,1,2
Deruluft,Deutschland,1,3,0,0,1,0,1,0,0,0,0,0,1935,0,0,0,1,3
Misrair,Egypt,1,6,3,0,1,1,1,0,0,0,1,0,1935,0,0,0,1,3
Deutsche Lufthansa,Deutschland,1,5,5,0,1,0,0,0,0,0,0,0,1935,0,0,0,1,3
Air France,France,1,3,1,0,1,0,0,0,0,0,1,0,1935,0,0,0,1,4
KLM Royal Dutch Airlines,Deutschland,1,7,7,0,0,0,0,0,0,1,1,15,1935,0,0,1,0,4
Varney Air Lines,United States,1,1,1,0,1,0,1,0,0,1,0,10,1935,1,0,0,0,5
Trans Continental and Western Air,United States,1,14,5,0,1,0,0,0,0,1,1,3,1935,1,0,0,0,5
Gor'ky Eskadril'ya,Russia,1,50,50,0,0,0,1,0,0,0,0,0,1935,0,0,0,1,5
Knowles Flying Service of Detroit,United States,1,12,3,0,1,1,0,0,0,1,0,18,1935,0,0,1,0,5
Wyoming Air Service,United States,1,1,1,0,0,0,0,0,0,1,1,16,1935,0,0,1,0,5
Chicago and Southern Airlines,United States,1,2,2,0,1,0,0,1,0,0,1,22,1935,0,1,0,0,5
Unknown,Honduras,1,9,6,1,0,0,0,0,0,0,0,0,1935,0,0,0,1,5
Servicio Aereo Columbiano / SCADTA,Colombia,1,20,17,0,0,0,0,0,0,0,1,14,1935,0,0,1,0,6
KLM Royal Dutch Airlines,The Netherlands,1,20,6,0,1,0,1,1,0,0,0,9,1935,1,0,0,0,7
Wedell-Williams Air Service Corporation,United States,1,2,2,1,0,0,0,0,0,0,0,14,1935,0,0,1,0,7
KLM Royal Dutch Airlines,Schweiz,1,13,13,0,1,0,0,0,0,0,1,12,1935,0,0,1,0,7
Jersey Airways,United Kingdom,1,8,1,0,0,1,1,0,0,0,0,0,1935,0,0,0,1,7
Fuerza Aerea Colombiana,Colombia,1,5,5,0,0,0,1,0,0,0,0,0,1935,0,0,0,1,7
Ala Littoria,Egypt,1,7,7,0,0,1,0,0,0,0,0,8,1935,1,0,0,0,8
Delta Air Lines,United States,1,4,4,0,0,0,1,0,0,1,0,23,1935,0,1,0,0,8
Private,United States,2,2,2,0,1,0,1,1,0,1,1,20,1935,0,1,0,0,8
Aero Mayflower Transit Co,United States,1,3,3,0,1,0,0,0,0,0,1,20,1935,0,1,0,0,8
Western Air Express,United States,1,3,3,0,0,1,1,0,0,1,1,23,1935,0,1,0,0,9
Panama Airways,Panama,1,8,8,0,1,0,1,0,0,0,1,9,1935,1,0,0,0,9
Holyman Airways,Australia,2,5,5,0,0,0,1,0,0,0,0,9,1935,1,0,0,0,10
United Air Lines,United States,1,12,12,0,1,0,1,0,0,1,0,2,1935,1,0,0,0,10
Aero O-Y,Estonia,1,6,6,0,0,0,0,0,0,0,1,0,1935,0,0,0,1,10
Chamberlin Flying Service,United States,1,6,1,0,1,0,1,0,0,0,0,11,1935,1,0,0,0,10
United Air Lines,United States,1,4,4,0,1,0,1,0,0,1,1,19,1935,0,0,1,0,10
Air France,Brazil,1,4,4,1,0,0,0,0,0,0,0,0,1935,0,0,0,1,11
Braniff Airlines,United States,1,1,1,0,0,1,0,0,0,0,1,4,1935,1,0,0,0,11
Imperial Airways,Italia,1,13,12,0,0,0,1,0,0,1,0,0,1935,0,0,0,1,11
Air France,France,1,3,3,0,0,0,0,0,0,0,1,0,1935,0,0,0,1,11
Air Bleu,France,1,2,1,0,1,0,1,1,0,0,0,0,1935,0,0,0,1,12
Sabena,United Kingdom,1,11,11,0,1,1,1,0,0,0,0,16,1935,0,0,1,0,12
Deutsche Lufthansa,Poland,1,3,3,1,0,0,0,0,0,0,0,0,1935,0,0,0,1,12
Imperial Airways,Egypt,1,13,12,0,0,0,0,0,0,1,0,19,1935,0,0,1,0,12
Military - Fuerza Aerea Colombiana,Colombia,1,16,13,0,1,0,0,0,0,0,0,0,1936,0,0,0,1,1
American Airlines,United States,1,17,17,0,0,0,0,0,0,1,1,19,1936,0,0,1,0,1
Lloyd Aereo Boliviano,Türkiye,1,13,13,0,1,0,0,0,0,0,0,0,1936,0,0,0,1,1
Air France,France,2,6,6,0,0,0,1,0,0,0,0,10,1936,1,0,0,0,1
American Airlines,United States,1,6,1,0,1,0,0,0,0,0,1,0,1936,0,0,0,1,1
Air France,United States,1,6,6,0,0,0,0,0,0,0,1,0,1936,0,0,0,1,2
Deutsche Lufthansa,South Atlantic,1,4,4,1,0,0,0,0,0,0,0,3,1936,1,0,0,0,2
China National Aviation Corporation,China,1,6,0,0,1,0,0,0,0,0,1,0,1936,0,0,0,1,3
Lan Chile,Chile,1,5,5,1,0,0,0,0,0,0,0,0,1936,0,0,0,1,3
Mexicana,Mexico,1,14,14,0,1,0,1,0,0,0,0,11,1936,1,0,0,0,3
American Airlines,United States,1,2,2,0,0,0,0,0,0,0,1,19,1936,0,0,1,0,4
Trans Continental and Western Air,United States,1,14,12,0,1,0,0,1,0,0,1,10,1936,1,0,0,0,4
Pan American Airways,Trinidad and Tobago,1,25,3,1,0,0,0,0,0,0,0,5,1936,1,0,0,0,4
Avio Linee Italiane,Italia,1,7,7,1,0,0,0,0,0,0,0,0,1936,0,0,0,1,4
Deutsche Lufthansa,Schweiz,1,5,3,0,1,1,1,0,0,0,1,0,1936,0,0,0,1,4
Sabena,France,1,2,2,0,0,1,0,0,0,0,0,0,1936,0,0,0,1,4
Swissair,Schweiz,1,2,2,0,0,0,0,0,0,0,1,0,1936,0,0,0,1,4
Holymans Airways,Australia,1,2,2,0,1,0,0,0,0,0,0,0,1936,0,0,0,1,5
A B Aerotransport,Sweden,1,15,1,0,1,0,1,0,0,0,0,0,1936,0,0,0,1,6
Deutsche Lufthansa,Deutschland,1,6,1,0,1,0,1,0,0,0,0,0,1936,0,0,0,1,6
Den Norske Luftfartskole,Norway,1,7,7,0,0,0,0,0,0,0,1,7,1936,1,0,0,0,6
Aeroput,Croatia,1,7,7,0,0,0,0,0,0,0,1,0,1936,0,0,0,1,7
Aeroflot,Tajikistan,1,6,6,0,1,0,1,0,0,0,0,0,1936,0,0,0,1,7
Guernsey Airways,Jersey,1,10,10,0,0,0,1,0,0,0,0,19,1936,0,0,1,0,7
Air France,France,1,3,3,0,1,0,0,0,0,0,1,6,1936,1,0,0,0,8
Mexicana,Mexico,1,1,1,1,0,0,0,0,0,0,0,0,1936,0,0,0,1,8
Chicago Southern Airlines,United States,1,8,8,0,0,0,0,1,0,0,0,22,1936,0,1,0,0,8
SCADTA,Colombia,1,3,2,1,0,0,0,0,0,0,0,0,1936,0,0,0,1,8
British Airways,Deutschland,1,2,2,0,0,0,0,0,0,0,1,3,1936,1,0,0,0,8
Imperial Airways,Hellas,1,11,2,0,1,0,0,0,0,1,1,0,1936,0,0,0,1,8
Pittsburgh Skyways Inc.,United States,1,11,10,0,0,0,1,0,0,1,0,22,1936,0,1,0,0,9
Ala Littoria SA,Libya,1,10,9,0,1,0,1,0,0,0,0,0,1936,0,0,0,1,9
Imperial Airways,Guernsey,1,2,2,1,0,0,0,0,0,0,0,0,1936,0,0,0,1,9
Varney Air Lines,United States,1,3,3,0,0,0,0,0,0,0,1,0,1936,0,0,0,1,9
Blue Bird Air Service,United States,1,4,4,0,1,0,1,0,0,0,0,0,1936,0,0,0,1,9
Mexicana,Mexico,2,1,1,1,0,0,0,0,0,0,0,0,1936,0,0,0,1,10
North Sea Aerial and General Transport,United Kingdom,2,1,1,1,0,0,0,0,0,0,0,0,1936,0,0,0,1,10
Deutsche Lufthansa,Deutschland,1,15,11,0,1,0,0,0,0,0,1,15,1936,0,0,1,0,11
Deutsche Lufthansa,Deutschland,1,16,4,0,1,1,1,0,0,0,1,14,1936,0,0,1,0,11
British Airways,United Kingdom,1,4,2,0,1,0,1,0,0,0,1,3,1936,1,0,0,0,11
Deutsche Lufthansa,France,1,6,6,0,0,0,0,0,0,0,1,12,1936,0,0,1,0,12
Deruluft,Russia,1,14,9,0,1,0,0,0,0,0,0,0,1936,0,0,0,1,12
Air France,in,1,5,5,0,0,0,1,0,0,0,0,10,1936,1,0,0,0,12
KLM Royal Dutch Airlines,United Kingdom,1,17,15,0,0,0,1,0,0,1,1,10,1936,1,0,0,0,12
Western Air Express,United States,1,7,7,0,1,0,0,0,0,0,0,3,1936,1,0,0,0,12
Northwest Orient Airlines,United States,1,2,2,0,0,0,1,0,0,0,0,3,1936,1,0,0,0,12
Eastern Air Lines,United States,1,11,0,0,1,0,1,0,0,0,1,20,1936,0,1,0,0,12
Braniff Airways,United States,1,6,6,0,0,0,1,0,0,0,0,0,1936,0,0,0,1,12
United Air Lines,United States,1,12,12,0,1,1,1,0,0,0,1,19,1936,0,0,1,0,12
Mexicana,Mexico,2,9,9,0,0,0,0,0,0,0,1,10,1937,1,0,0,0,1
Western Air Express,United States,1,13,5,0,1,1,0,0,0,0,1,11,1937,1,0,0,0,1
Sabena,Algeria,1,12,12,0,1,0,0,0,0,0,0,17,1937,0,0,1,0,1
United Air Lines,United States,1,11,11,0,1,0,0,0,0,0,0,20,1937,0,1,0,0,2
Airlines of Australia,Australia,2,7,5,0,0,0,1,1,0,1,1,13,1937,0,0,1,0,2
Deutsche Lufthansa,Gambia,1,4,4,1,0,0,0,0,0,0,0,0,1937,0,0,0,1,3
Imperial Airways,France,1,6,5,0,0,0,0,0,0,0,1,14,1937,0,0,1,0,3
Trans Continental and Western Air,United States,1,13,13,0,1,0,0,0,0,0,1,18,1937,0,0,1,0,3
Deutsche Lufthansa,Deutschland,1,6,0,0,1,0,1,0,0,0,0,0,1937,0,0,0,1,3
Deutsche Zeppelin Reederei,United States,1,97,35,0,1,0,1,0,0,0,0,19,1937,0,0,1,0,5
Deutsche Lufthansa,Deutschland,1,4,4,0,0,0,1,0,0,0,0,0,1937,0,0,0,1,5
Fuerzs Aerea De Chile,in,1,9,9,1,0,0,0,0,0,0,0,0,1937,0,0,0,1,6
ENTA,Costa Rica,1,6,6,0,0,0,1,0,0,0,1,0,1937,0,0,0,1,6
Private - Purdue Reasearch Foundation,Papua Niugini,1,2,2,0,0,0,0,0,0,1,1,0,1937,0,0,0,1,7
KLM Royal Dutch Airlines,Belgium,1,15,15,0,0,0,1,0,0,0,1,10,1937,1,0,0,0,7
Ala Littoria,Sudan,1,9,9,0,1,0,0,0,0,0,0,0,1937,0,0,0,1,8
Pan American Grace Airways,Panama,1,14,14,0,0,0,1,0,0,0,0,19,1937,0,0,1,0,8
Aeroflot,Romania,1,5,5,0,0,0,1,0,0,0,0,0,1937,0,0,0,1,8
China National Aviation Corporation,China,2,11,3,0,0,0,0,1,0,1,1,10,1937,1,0,0,0,8
Eastern Air Lines,United States,1,9,4,0,0,0,0,0,0,1,0,4,1937,1,0,0,0,8
Pan American Grace Airways,Argentina,1,3,3,0,0,0,1,0,0,0,1,0,1937,0,0,0,1,8
Guinea Airways,Papua Niugini,1,1,1,0,0,0,0,0,0,0,1,0,1937,0,0,0,1,8
Imperial Airways,Hellas,1,14,2,0,1,0,0,0,0,0,1,0,1937,0,0,0,1,10
KLM Royal Dutch Airlines,The Netherlands,1,11,4,0,1,0,1,1,0,0,0,12,1937,0,0,1,0,10
United Air Lines,United States,1,19,19,0,1,0,0,0,0,0,1,21,1937,0,1,0,0,10
Air France,South Africa,1,7,7,1,0,0,0,0,0,0,0,4,1937,1,0,0,0,10
Lot Polish Airlines,Poland,1,11,4,0,1,0,0,0,0,1,1,0,1937,0,0,0,1,11
Deutsche Lufthansa,Deutschland,1,12,10,0,1,0,0,0,0,0,1,16,1937,0,0,1,0,11
LOT,Poland,1,11,4,0,1,0,0,0,0,1,1,0,1937,0,0,0,1,11
Sabena,Belgium,1,11,11,0,1,1,0,0,0,0,1,15,1937,0,0,1,0,11
Deutsche Lufthansa,United Kingdom,1,3,3,0,0,0,1,0,0,0,0,0,1937,0,0,0,1,11
Ala Littoria,Deutschland,1,17,4,0,1,0,0,0,0,0,1,0,1937,0,0,0,1,12
Imperial Airways,Italia,1,19,2,1,0,0,0,0,0,0,0,9,1937,1,0,0,0,12
Imperial Airways,Italia,1,8,2,0,1,0,1,0,0,0,0,0,1937,0,0,0,1,12
Air France,France,1,7,2,0,0,0,0,0,0,0,1,0,1937,0,0,0,1,12
Air France,Philippines,1,3,3,0,1,1,1,0,0,0,0,17,1937,0,0,1,0,12
Lufthansa,Deutschland,1,6,6,0,1,0,0,0,0,0,1,0,1938,0,0,0,1,1
Northwest Orient Airlines,United States,1,10,10,0,0,0,1,0,0,0,1,15,1938,0,0,1,0,1
Pan American World Airways,in,1,7,7,0,1,0,1,0,0,1,0,8,1938,1,0,0,0,1
General Airways,Canada,2,1,1,1,0,0,0,0,0,0,0,0,1938,0,0,0,1,1
Military - U.S. Navy / Military - U.S. Navy,United States,1,14,11,0,0,0,0,0,0,0,1,20,1938,0,1,0,0,2
TsAGI,Russia,1,19,13,0,1,0,0,0,0,0,1,0,1938,0,0,0,1,2
Mexicana,Mexico,1,2,2,0,0,0,0,0,0,0,1,0,1938,0,0,0,1,2
Air France,France,1,12,8,0,0,0,0,0,0,0,1,7,1938,1,0,0,0,2
Ala Littoria SA,Mediterranean Sea,1,14,14,0,0,0,0,0,0,0,1,14,1938,0,0,1,0,2
Deutsche Lufthansa,France,1,3,3,0,0,1,0,0,0,0,1,4,1938,1,0,0,0,2
Trans Continental and Western Air,in,1,9,9,0,1,0,1,0,0,0,1,21,1938,0,1,0,0,3
Air France,India,1,7,7,1,0,0,0,0,0,0,0,0,1938,0,0,0,1,3
Australian National Airways,Australia,1,1,1,1,0,0,0,0,0,0,0,0,1938,0,0,0,1,3
Air France,France,1,8,8,0,1,0,0,0,0,0,0,7,1938,1,0,0,0,3
Ala Littoria,Italia,1,19,19,0,0,0,0,0,0,0,1,14,1938,0,0,1,0,4
Lineas Aéreas Mineras,Mexico,1,6,1,0,0,0,1,0,0,0,0,0,1938,0,0,0,1,5
United Airways of New Zealand,New Zealand,1,2,2,0,0,0,1,0,0,0,1,0,1938,0,0,0,1,5
Northwest Orient Airlines,United States,1,9,9,0,1,1,0,0,0,1,0,14,1938,0,0,1,0,5
Cruzeiro do Sul,Brazil,1,17,6,0,0,0,1,0,0,0,0,13,1938,0,0,1,0,5
United Air Lines,United States,1,10,10,0,1,1,1,0,0,0,1,22,1938,0,1,0,0,5
Ginger Coote Airways,Canada,2,1,1,0,0,0,0,0,0,0,1,0,1938,0,0,0,1,5
Deutsche Lufthansa,Deutschland,1,3,3,1,0,0,0,0,0,0,0,0,1938,0,0,0,1,5
Wilson Airways,Tanzania,1,3,3,1,0,0,0,0,0,0,0,0,1938,0,0,0,1,6
Pan American Grace Airways,Chile,1,4,4,1,0,0,0,0,0,0,0,0,1938,0,0,0,1,6
Northwest Orient Airlines,United States,1,10,1,0,1,0,1,1,0,1,0,2,1938,1,0,0,0,7
Ala Littoria,Italia,1,20,20,0,0,0,0,1,0,0,0,8,1938,1,0,0,0,7
Panagra,Colombia,1,4,4,0,1,0,1,0,0,0,0,0,1938,0,0,0,1,7
LOT Polish Airlines,Romania,1,14,14,0,0,0,0,0,0,0,1,17,1938,0,0,1,0,7
Imperial Airways,Kenya,1,4,4,0,1,0,0,0,0,0,0,0,1938,0,0,0,1,7
Pan American World Airways,in,1,15,15,1,0,0,0,0,0,0,0,4,1938,1,0,0,0,7
Magyar Legiforagalmi,Hungary,1,12,12,0,0,0,0,0,0,0,1,0,1938,0,0,0,1,8
Dai Nippon,Japan,1,6,6,0,1,0,0,0,0,0,0,0,1938,0,0,0,1,8
Mexicana,Mexico,2,11,11,0,1,0,0,0,0,0,1,12,1938,0,0,1,0,8
CSA Czech Airlines,Deutschland,1,17,16,0,1,0,0,0,0,0,1,11,1938,1,0,0,0,8
Syndicato Condor,Brazil,1,9,9,0,1,0,0,0,0,0,0,0,1938,0,0,0,1,8
LOT Polish Airlines,Romania,1,7,0,0,0,0,1,0,0,0,0,0,1938,0,0,0,1,8
Macchi,Italia,1,15,15,0,0,0,0,0,0,0,1,17,1938,0,0,1,0,8
China National Aviation Corporation,China,1,17,14,0,1,0,0,0,0,0,0,8,1938,1,0,0,0,8
Japan Air / Japan Flying School,Japan,1,5,5,0,0,0,1,0,0,0,0,0,1938,0,0,0,1,8
Transcontinental &Western Air,United States,1,11,0,0,1,0,1,0,0,1,1,23,1938,0,1,0,0,8
North Queensland Airways,Australia,1,9,5,0,1,0,0,0,0,0,0,9,1938,1,0,0,0,8
Deutsche Lufthansa,Gambia,1,4,4,1,0,0,0,0,0,0,0,0,1938,0,0,0,1,10
Deutsche Lufthansa,Schweiz,1,13,13,0,1,0,0,0,0,0,0,0,1938,0,0,0,1,10
Sabena,Deutschland,1,20,20,0,0,0,1,0,0,1,0,11,1938,1,0,0,0,10
Australian National Airways,Australia,1,18,18,0,1,0,0,0,0,0,1,13,1938,0,0,1,0,10
British Airways,United Kingdom,1,2,2,0,0,0,0,0,0,0,0,0,1938,0,0,0,1,11
Jersey Airways,Jersey,1,14,14,0,1,0,1,0,0,0,0,10,1938,1,0,0,0,11
KLM Royal Dutch Airlines,The Netherlands,1,19,6,0,1,0,0,0,0,0,1,18,1938,0,0,1,0,11
Trans Canada Air Lines,Canada,2,2,2,1,0,0,0,0,0,0,0,0,1938,0,0,0,1,11
Deutsche Lufthansa,Gambia,1,15,12,0,1,0,1,0,0,0,0,15,1938,0,0,1,0,11
Imperial Airways,Iraq,1,6,4,0,0,0,0,0,0,0,1,0,1938,0,0,0,1,11
United Air Lines,United States,1,7,5,0,1,0,1,0,0,1,0,5,1938,1,0,0,0,11
Mexicana,Mexico,1,8,8,0,0,0,1,0,0,0,1,7,1938,1,0,0,0,12
Japan Aviation Corporation,Japan,1,15,10,0,0,0,1,0,0,0,0,9,1938,1,0,0,0,12
KLM Royal Dutch Airlines,The Netherlands,1,4,4,0,0,1,1,0,0,0,0,11,1938,1,0,0,0,12
Qantas,Australia,1,13,13,0,1,0,0,0,0,0,0,0,1938,0,0,0,1,12
Swissair,France,1,17,5,0,1,0,0,0,0,0,0,16,1939,0,0,1,0,1
Syndicato Condor,Brazil,1,10,10,0,1,0,0,0,0,0,1,0,1939,0,0,0,1,1
Northwest Orient Airlines,United States,1,4,4,0,0,0,1,0,0,0,0,21,1939,0,1,0,0,1
Guinea Airways,Australia,1,4,4,0,0,0,1,0,0,0,1,7,1939,1,0,0,0,1
Imperial Airways,in,1,13,3,0,0,0,1,0,0,1,1,12,1939,0,0,1,0,1
Marine Airways,United States,1,6,6,0,0,0,1,0,0,0,1,14,1939,0,0,1,0,2
Deutsche Lufthansa,France,1,10,10,0,1,0,1,0,0,0,1,9,1939,1,0,0,0,2
Sabena,Belgium,1,3,3,0,0,0,1,0,0,0,0,0,1939,0,0,0,1,3
